Symbol,Company Name,Industry,Market Cap
TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,5300
TROX,Tronox Holdings,Chemicals,2980
TRQ,Turquoise Hill Resources,Metals & Mining,4190
TRTN,Triton International,Trading Companies & Distributors,4230
TRUP,Trupanion,Insurance,3380
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5110
TSP,TuSimple Holdings,Trucking,3270
TTC,The Toro Company,Machinery,9840
TTEC,TTEC Holdings,IT Services,3630
TTEK,Tetra Tech,Commercial Services & Supplies,8660
TTGT,TechTarget,Media,2090
TUYA,"Tuya, Inc.",Software-Infrastructure,2570
TV,Grupo Televisa SAB,Media,5660
TWKS,Thoughtworks Holding,Information Technology Services,6460
TWNK,Hostess Brands,Food Products,3080
TWST,Twist Bioscience,Biotechnology,2850
TX,Ternium,Metals & Mining,8060
TXG,10X Genomics,Life Sciences Tools & Services,7870
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",5790
UA,Under Armour,"Textiles, Apparel & Luxury Goods",7380
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",7190
UBSI,United Bankshares,Banks,4760
UCBI,United Community Banks,Banks,3900
UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,2260
UFPI,UFP Industries,Building Products,5320
UGI,UGI Corporation,Gas Utilities,7630
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",3110
ULCC,Frontier Group Holdings,Airlines,2560
UMBF,UMB Financial,Banks,4800
UMPQ,Umpqua Holdings,Banks,4450
UNF,UniFirst,Commercial Services & Supplies,3390
UNFI,United Natural Foods,Food & Staples Retailing,2460
UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,3220
UNM,Unum Group,Insurance,5570
UNVR,Univar Solutions,Trading Companies & Distributors,5000
UPWK,Upwork,Professional Services,2950
URBN,Urban Outfitters,Specialty Retail,2560
USFD,US Foods Holding,Food & Staples Retailing,8430
USM,United States Cellular,Wireless Telecommunication Services,2430
UTHR,United Therapeutics,Biotechnology,7890
UWMC,UWM Holdings,Mortgage Finance,6680
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",6290
VAL,Valaris,Oil & Gas Equipment & Services,3560
VC,Visteon,Auto Components,2940
VCSA,Vacasa,Software-Application,2930
VCTR,Victory Capital Holdings,Capital Markets,2190
VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",3200
VG,Vonage Holdings,Diversified Telecommunication Services,5040
VIAV,Viavi Solutions,Communications Equipment,3680
VICR,Vicor,Electrical Equipment,3210
VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,5240
VIR,Vir Biotechnology,Biotechnology,3070
VIRT,Virtu Financial,Capital Markets,6310
VLY,Valley National Bancorp,Banks,5630
VMEO,Vimeo,Software-Application,2030
VMI,Valmont Industries,Construction & Engineering,4590
VNE,Veoneer,Auto Components,3970
VNO,Vornado Realty Trust,Equity Real Estate Investment Trusts ...,8950
VNOM,Viper Energy Partners LP,"Oil, Gas & Consumable Fuels",5060
VNT,Vontier,"Electronic Equipment, Instruments & C...",3850
VORB,Virgin Orbit Holdings,Aerospace & Defense,2200
VOYA,Voya Financial,Diversified Financial Services,6710
VRNS,Varonis Systems,Software,4720
VRNT,Verint Systems,Software,3270
VRRM,Verra Mobility,IT Services,2660
VRT,Vertiv Holdings Co.,Electrical Equipment & Parts,3970
VSAT,ViaSat,Communications Equipment,3450
VSCO,Victoria's Secret & Co.,Apparel Retail,4470
VSH,Vishay Intertechnology,"Electronic Equipment, Instruments & C...",2950
VSTO,Vista Outdoor,Leisure Products,2010
VVV,Valvoline,Chemicals,5480
VZIO,VIZIO Holding,Household Durables,2170
WAFD,Washington Federal,Thrifts & Mortgage Finance,2280
WAL,Western Alliance Bancorporation,Banks,9330
WB,Weibo,Interactive Media & Services,6160
WBT,Welbilt,Machinery,3400
WCC,WESCO International,Trading Companies & Distributors,5870
WD,Walker & Dunlop,Thrifts & Mortgage Finance,4460
WDFC,WD-40 Company,Household Products,2840
WE,WeWork,Real Estate Services,3780
WEBR,Weber,"Furnishings, Fixtures & Appliances",3180
WEN,The Wendy's Company,"Hotels, Restaurants & Leisure",4770
WERN,Werner Enterprises,Road & Rail,2960
WEX,WEX Inc.,IT Services,7260
WF,Woori Financial Group,Banks,8210
WFRD,Weatherford International,Oil & Gas Equipment & Services,2250
WGO,Winnebago Industries,Automobiles,2120
WH,Wyndham Hotels & Resorts,"Hotels, Restaurants & Leisure",7880
WHD,Cactus,Energy Equipment & Services,3330
WING,Wingstop,"Hotels, Restaurants & Leisure",4090
WIRE,Encore Wire,Electrical Equipment,2320
WIX,Wix.com,IT Services,4480
WK,Workiva,Software,5330
WLL,Whiting Petroleum,"Oil, Gas & Consumable Fuels",3310
WMS,Advanced Drainage Systems,Building Products,8720
WNS,WNS (Holdings),IT Services,4060
WOOF,Petco Health And Wellness Company,Specialty Retail,4860
WOR,Worthington Industries,Metals & Mining,3050
WRBY,Warby Parker,Medical Instruments & Supplies,3010
WRE,Washington Real Estate Investment Trust,Equity Real Estate Investment Trusts ...,2090
WSBC,WesBanco,Banks,2160
WSC,WillScot Mobile Mini Holdings,Construction & Engineering,8330
WSFS,WSFS Financial,Thrifts & Mortgage Finance,3290
WTFC,Wintrust Financial,Banks,5300
WTM,White Mountains Insurance Group,Insurance,3170
WTS,Watts Water Technologies,Machinery,4880
WU,The Western Union Company,IT Services,7060
WWD,Woodward,Machinery,7660
WWE,World Wrestling Entertainment,Entertainment,4450
WYNN,Wynn Resorts,"Hotels, Restaurants & Leisure",9790
X,United States Steel,Metals & Mining,8200
XHR,Xenia Hotels & Resorts,Equity Real Estate Investment Trusts ...,2140
XMTR,Xometry,Specialty Industrial Machinery,2020
XPO,XPO Logistics,Air Freight & Logistics,7780
XRX,Xerox Holdings,"Technology Hardware, Storage & Periph...",2940
Y,Alleghany,Insurance,8850
YELP,Yelp Inc.,Interactive Media & Services,2400
YETI,YETI Holdings,Leisure Products,5450
YMM,Full Truck Alliance Co.,Software-Application,9880
YNDX,Yandex,Interactive Media & Services,6790
YOU,Clear Secure,Software-Application,2300
YY,JOYY Inc.,Interactive Media & Services,3220
ZD,Ziff Davis,Software,4680
ZETA,Zeta Global Holdings,Software-Application,2200
ZGN,Ermenegildo Zegna,Apparel Manufacturing,2310
ZIM,ZIM Integrated Shipping Services,Marine,8520
ZION,Zions Bancorporation NA,Banks,9970
ZIP,ZipRecruiter,Staffing & Employment Services,2420
ZLAB,Zai Lab,Biotechnology,4770
ZNTL,Zentalis Pharmaceuticals,Biotechnology,2190
ZWS,Zurn Water Solutions,Utilities-Regulated Water,4160
